# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 64800
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 64800
DATA ascii
-0.0047287787 -0.026818238 0.041933529
-0.0042600161 -0.026896682 0.041933529
-0.0037899553 -0.026966933 0.041933529
-0.0033187403 -0.027028969 0.041933529
-0.0028465141 -0.027082773 0.041933529
-0.0023734211 -0.027128326 0.041933529
-0.001899605 -0.027165616 0.041933529
-0.0014252103 -0.027194632 0.041933529
-0.00095038145 -0.027215363 0.041933529
-0.00047526314 -0.027227804 0.041933529
-4.8878544e-11 -0.027231952 0.041933529
0.00047526305 -0.027227804 0.041933529
0.00095038139 -0.027215363 0.041933529
0.0014252102 -0.027194632 0.041933529
0.0018996049 -0.027165616 0.041933529
0.0023734209 -0.027128326 0.041933529
0.0028465141 -0.027082773 0.041933529
0.0033187401 -0.027028969 0.041933529
0.0037899553 -0.026966933 0.041933529
0.0042600157 -0.026896682 0.041933529
0.0047287787 -0.026818238 0.041933529
0.0051961015 -0.026731625 0.041933529
0.005661841 -0.026636869 0.041933529
0.0061258562 -0.026533999 0.041933529
0.0065880055 -0.026423046 0.041933529
0.0070481477 -0.026304046 0.041933529
0.0075061433 -0.026177032 0.041933529
0.0079618525 -0.026042046 0.041933529
0.0084151356 -0.025899125 0.041933529
0.0088658566 -0.025748316 0.041933529
0.0093138758 -0.025589665 0.041933529
0.0097590592 -0.025423218 0.041933529
0.010201269 -0.025249027 0.041933529
0.010640372 -0.025067145 0.041933529
0.011076232 -0.024877626 0.041933529
0.01150872 -0.024680531 0.041933529
0.011937702 -0.024475917 0.041933529
0.012363047 -0.024263848 0.041933529
0.012784627 -0.024044387 0.041933529
0.013202312 -0.023817603 0.041933529
0.013615976 -0.023583563 0.041933529
0.014025493 -0.023342339 0.041933529
0.014430736 -0.023094006 0.041933529
0.014831584 -0.022838637 0.041933529
0.015227915 -0.022576312 0.041933529
0.015619606 -0.022307109 0.041933529
0.016006541 -0.022031112 0.041933529
0.016388597 -0.021748405 0.041933529
0.016765663 -0.021459071 0.041933529
0.017137622 -0.021163201 0.041933529
0.017504361 -0.020860886 0.041933529
0.017865768 -0.020552216 0.041933529
0.018221732 -0.020237284 0.041933529
0.018572146 -0.01991619 0.041933529
0.018916903 -0.019589027 0.041933529
0.019255899 -0.019255899 0.041933529
0.019589027 -0.018916903 0.041933529
0.01991619 -0.018572146 0.041933529
0.020237284 -0.018221732 0.041933529
0.020552214 -0.017865768 0.041933529
0.020860886 -0.017504362 0.041933529
0.021163201 -0.017137622 0.041933529
0.021459071 -0.016765663 0.041933529
0.021748403 -0.016388599 0.041933529
0.022031112 -0.016006541 0.041933529
0.022307109 -0.015619606 0.041933529
0.022576312 -0.015227915 0.041933529
0.022838637 -0.014831584 0.041933529
0.023094006 -0.014430736 0.041933529
0.023342339 -0.014025493 0.041933529
0.023583563 -0.013615976 0.041933529
0.023817603 -0.013202312 0.041933529
0.024044387 -0.012784627 0.041933529
0.024263848 -0.012363047 0.041933529
0.024475917 -0.011937702 0.041933529
0.024680531 -0.01150872 0.041933529
0.024877626 -0.011076233 0.041933529
0.025067145 -0.010640372 0.041933529
0.025249027 -0.010201269 0.041933529
0.025423218 -0.0097590592 0.041933529
0.025589665 -0.0093138758 0.041933529
0.025748316 -0.0088658566 0.041933529
0.025899125 -0.0084151365 0.041933529
0.026042046 -0.0079618525 0.041933529
0.026177032 -0.0075061433 0.041933529
0.026304046 -0.0070481477 0.041933529
0.026423046 -0.0065880055 0.041933529
0.026533999 -0.0061258567 0.041933529
0.026636869 -0.0056618415 0.041933529
0.026731625 -0.0051961015 0.041933529
0.026818238 -0.0047287787 0.041933529
0.026896682 -0.0042600161 0.041933529
0.026966933 -0.0037899553 0.041933529
0.027028969 -0.0033187403 0.041933529
0.027082773 -0.0028465141 0.041933529
0.027128326 -0.0023734211 0.041933529
0.027165616 -0.001899605 0.041933529
0.027194632 -0.0014252104 0.041933529
0.027215363 -0.00095038151 0.041933529
0.027227804 -0.00047526319 0.041933529
0.027231952 -9.7757087e-11 0.041933529
0.027227804 0.00047526299 0.041933529
0.027215363 0.00095038133 0.041933529
0.027194632 0.0014252102 0.041933529
0.027165616 0.0018996048 0.041933529
0.027128326 0.0023734209 0.041933529
0.027082773 0.0028465141 0.041933529
0.027028969 0.0033187401 0.041933529
0.026966933 0.0037899551 0.041933529
0.026896682 0.0042600157 0.041933529
0.026818238 0.0047287787 0.041933529
0.026731625 0.0051961015 0.041933529
0.026636869 0.005661841 0.041933529
0.026533999 0.0061258562 0.041933529
0.026423046 0.0065880055 0.041933529
0.026304046 0.0070481477 0.041933529
0.026177032 0.0075061433 0.041933529
0.026042046 0.0079618525 0.041933529
0.025899125 0.0084151356 0.041933529
0.025748316 0.0088658566 0.041933529
0.025589665 0.0093138758 0.041933529
0.025423218 0.0097590592 0.041933529
0.025249027 0.010201269 0.041933529
0.025067145 0.010640372 0.041933529
0.024877626 0.011076232 0.041933529
0.024680531 0.01150872 0.041933529
0.024475917 0.011937702 0.041933529
0.024263848 0.012363047 0.041933529
0.024044387 0.012784627 0.041933529
0.023817603 0.013202312 0.041933529
0.023583563 0.013615976 0.041933529
0.023342339 0.014025492 0.041933529
0.023094006 0.014430736 0.041933529
0.022838637 0.014831584 0.041933529
0.022576312 0.015227914 0.041933529
0.022307109 0.015619606 0.041933529
0.022031112 0.016006541 0.041933529
0.021748405 0.016388597 0.041933529
0.021459071 0.016765663 0.041933529
0.021163201 0.017137622 0.041933529
0.020860886 0.017504361 0.041933529
0.020552216 0.017865768 0.041933529
0.020237284 0.018221732 0.041933529
0.01991619 0.018572146 0.041933529
0.019589027 0.018916903 0.041933529
0.019255899 0.019255899 0.041933529
0.018916903 0.019589027 0.041933529
0.018572146 0.01991619 0.041933529
0.018221732 0.020237284 0.041933529
0.017865768 0.020552214 0.041933529
0.017504362 0.020860886 0.041933529
0.017137622 0.021163201 0.041933529
0.016765663 0.021459071 0.041933529
0.016388599 0.021748403 0.041933529
0.016006541 0.022031112 0.041933529
0.015619606 0.022307109 0.041933529
0.015227915 0.022576312 0.041933529
0.014831584 0.022838637 0.041933529
0.014430736 0.023094006 0.041933529
0.014025493 0.023342339 0.041933529
0.013615976 0.023583563 0.041933529
0.013202312 0.023817603 0.041933529
0.012784627 0.024044387 0.041933529
0.012363047 0.024263848 0.041933529
0.011937702 0.024475917 0.041933529
0.01150872 0.024680531 0.041933529
0.011076233 0.024877626 0.041933529
0.010640372 0.025067145 0.041933529
0.010201269 0.025249027 0.041933529
0.0097590592 0.025423218 0.041933529
0.0093138767 0.025589664 0.041933529
0.0088658566 0.025748316 0.041933529
0.0084151365 0.025899125 0.041933529
0.0079618525 0.026042046 0.041933529
0.0075061433 0.026177032 0.041933529
0.0070481482 0.026304046 0.041933529
0.0065880055 0.026423046 0.041933529
0.0061258567 0.026533999 0.041933529
0.0056618415 0.026636869 0.041933529
0.0051961015 0.026731625 0.041933529
0.0047287792 0.026818238 0.041933529
0.0042600161 0.026896682 0.041933529
0.0037899553 0.026966933 0.041933529
0.0033187403 0.027028969 0.041933529
0.0028465143 0.027082773 0.041933529
0.0023734211 0.027128326 0.041933529
0.0018996052 0.027165616 0.041933529
0.0014252104 0.027194632 0.041933529
0.00095038157 0.027215363 0.041933529
0.00047526325 0.027227804 0.041933529
1.4663561e-10 0.027231952 0.041933529
-0.00047526296 0.027227804 0.041933529
-0.00095038128 0.027215363 0.041933529
-0.0014252102 0.027194632 0.041933529
-0.0018996048 0.027165616 0.041933529
-0.0023734209 0.027128326 0.041933529
-0.0028465139 0.027082773 0.041933529
-0.0033187401 0.027028969 0.041933529
-0.0037899551 0.026966933 0.041933529
-0.0042600157 0.026896682 0.041933529
-0.0047287787 0.026818238 0.041933529
-0.0051961015 0.026731625 0.041933529
-0.005661841 0.026636869 0.041933529
-0.0061258562 0.026533999 0.041933529
-0.0065880055 0.026423046 0.041933529
-0.0070481477 0.026304046 0.041933529
-0.0075061433 0.026177032 0.041933529
-0.0079618525 0.026042046 0.041933529
-0.0084151356 0.025899125 0.041933529
-0.0088658566 0.025748316 0.041933529
-0.0093138758 0.025589665 0.041933529
-0.0097590592 0.025423218 0.041933529
-0.010201269 0.025249027 0.041933529
-0.010640372 0.025067145 0.041933529
-0.011076232 0.024877626 0.041933529
-0.01150872 0.024680531 0.041933529
-0.011937702 0.024475917 0.041933529
-0.012363047 0.024263848 0.041933529
-0.012784627 0.024044387 0.041933529
-0.013202312 0.023817603 0.041933529
-0.013615976 0.023583563 0.041933529
-0.014025492 0.023342339 0.041933529
-0.014430736 0.023094006 0.041933529
-0.014831584 0.022838637 0.041933529
-0.015227914 0.022576312 0.041933529
-0.015619606 0.022307109 0.041933529
-0.016006541 0.022031112 0.041933529
-0.016388597 0.021748405 0.041933529
-0.016765663 0.021459071 0.041933529
-0.017137622 0.021163201 0.041933529
-0.017504361 0.020860886 0.041933529
-0.017865768 0.020552216 0.041933529
-0.018221732 0.020237284 0.041933529
-0.018572146 0.01991619 0.041933529
-0.018916903 0.019589027 0.041933529
-0.019255897 0.019255899 0.041933529
-0.019589027 0.018916903 0.041933529
-0.01991619 0.018572146 0.041933529
-0.020237284 0.018221732 0.041933529
-0.020552214 0.017865768 0.041933529
-0.020860886 0.017504362 0.041933529
-0.021163201 0.017137622 0.041933529
-0.021459071 0.016765663 0.041933529
-0.021748403 0.016388599 0.041933529
-0.022031112 0.016006541 0.041933529
-0.022307109 0.015619606 0.041933529
-0.022576312 0.015227915 0.041933529
-0.022838637 0.014831584 0.041933529
-0.023094006 0.014430736 0.041933529
-0.023342339 0.014025493 0.041933529
-0.023583563 0.013615976 0.041933529
-0.023817603 0.013202312 0.041933529
-0.024044387 0.012784627 0.041933529
-0.024263848 0.012363047 0.041933529
-0.024475917 0.011937702 0.041933529
-0.024680531 0.01150872 0.041933529
-0.024877626 0.011076233 0.041933529
-0.025067145 0.010640372 0.041933529
-0.025249027 0.010201269 0.041933529
-0.025423218 0.0097590592 0.041933529
-0.025589664 0.0093138767 0.041933529
-0.025748316 0.0088658566 0.041933529
-0.025899125 0.0084151365 0.041933529
-0.026042046 0.0079618525 0.041933529
-0.026177032 0.0075061433 0.041933529
-0.026304046 0.0070481482 0.041933529
-0.026423046 0.0065880055 0.041933529
-0.026533999 0.0061258567 0.041933529
-0.026636869 0.0056618415 0.041933529
-0.026731625 0.0051961015 0.041933529
-0.026818238 0.0047287792 0.041933529
-0.026896682 0.0042600161 0.041933529
-0.026966933 0.0037899555 0.041933529
-0.027028969 0.0033187403 0.041933529
-0.027082773 0.0028465143 0.041933529
-0.027128326 0.0023734211 0.041933529
-0.027165616 0.0018996052 0.041933529
-0.027194632 0.0014252105 0.041933529
-0.027215363 0.00095038163 0.041933529
-0.027227804 0.00047526328 0.041933529
-0.027959645 -0 0.041451879
-0.027955387 -0.00048796309 0.041451879
-0.027942613 -0.00097577751 0.041451879
-0.027921326 -0.0014632947 0.041451879
-0.027891537 -0.0019503662 0.041451879
-0.027853251 -0.0024368437 0.041451879
-0.027806479 -0.0029225787 0.041451879
-0.027751237 -0.0034074236 0.041451879
-0.027687544 -0.0038912306 0.041451879
-0.027615415 -0.0043738522 0.041451879
-0.027534874 -0.0048551415 0.041451879
-0.027445948 -0.0053349519 0.041451879
-0.02734866 -0.0058131372 0.041451879
-0.027243041 -0.0062895515 0.041451879
-0.027129123 -0.0067640501 0.041451879
-0.027006943 -0.0072364886 0.041451879
-0.026876535 -0.0077067227 0.041451879
-0.026737941 -0.0081746094 0.041451879
-0.026591202 -0.0086400053 0.041451879
-0.026436364 -0.0091027701 0.041451879
-0.026273472 -0.0095627615 0.041451879
-0.026102576 -0.010019841 0.041451879
-0.025923731 -0.010473867 0.041451879
-0.025736989 -0.010924703 0.041451879
-0.025542406 -0.011372212 0.041451879
-0.025340043 -0.011816257 0.041451879
-0.025129963 -0.012256701 0.041451879
-0.024912225 -0.012693414 0.041451879
-0.024686901 -0.013126258 0.041451879
-0.024454057 -0.013555105 0.041451879
-0.024213763 -0.013979822 0.041451879
-0.023966093 -0.014400282 0.041451879
-0.023711124 -0.014816354 0.041451879
-0.023448931 -0.015227914 0.041451879
-0.023179596 -0.015634835 0.041451879
-0.0229032 -0.016036993 0.041451879
-0.022619829 -0.016434267 0.041451879
-0.022329565 -0.016826535 0.041451879
-0.022032501 -0.017213676 0.041451879
-0.021728724 -0.017595574 0.041451879
-0.021418331 -0.017972114 0.041451879
-0.021101411 -0.018343177 0.041451879
-0.020778066 -0.018708654 0.041451879
-0.02044839 -0.019068431 0.041451879
-0.020112485 -0.019422401 0.041451879
-0.019770455 -0.019770455 0.041451879
-0.019422401 -0.020112485 0.041451879
-0.019068431 -0.02044839 0.041451879
-0.018708654 -0.020778066 0.041451879
-0.018343177 -0.021101411 0.041451879
-0.017972114 -0.021418331 0.041451879
-0.017595574 -0.021728724 0.041451879
-0.017213676 -0.022032501 0.041451879
-0.016826535 -0.022329565 0.041451879
-0.016434267 -0.022619829 0.041451879
-0.016036993 -0.0229032 0.041451879
-0.015634835 -0.023179596 0.041451879
-0.015227914 -0.023448931 0.041451879
-0.014816354 -0.023711124 0.041451879
-0.014400282 -0.023966093 0.041451879
-0.013979822 -0.024213763 0.041451879
-0.013555105 -0.024454057 0.041451879
-0.013126258 -0.024686901 0.041451879
-0.012693414 -0.024912225 0.041451879
-0.012256701 -0.025129963 0.041451879
-0.011816257 -0.025340043 0.041451879
-0.011372212 -0.025542406 0.041451879
-0.010924703 -0.025736989 0.041451879
-0.010473867 -0.025923731 0.041451879
-0.010019841 -0.026102576 0.041451879
-0.0095627615 -0.026273472 0.041451879
-0.0091027701 -0.026436364 0.041451879
-0.0086400053 -0.026591202 0.041451879
-0.0081746094 -0.026737941 0.041451879
-0.0077067227 -0.026876535 0.041451879
-0.0072364886 -0.027006943 0.041451879
-0.0067640501 -0.027129123 0.041451879
-0.0062895515 -0.027243041 0.041451879
-0.0058131372 -0.02734866 0.041451879
-0.0053349519 -0.027445948 0.041451879
-0.0048551415 -0.027534874 0.041451879
-0.0043738522 -0.027615415 0.041451879
-0.0038912306 -0.027687544 0.041451879
-0.0034074236 -0.027751237 0.041451879
-0.0029225787 -0.027806479 0.041451879
-0.0024368437 -0.027853251 0.041451879
-0.0019503663 -0.027891537 0.041451879
-0.0014632948 -0.027921326 0.041451879
-0.00097577757 -0.027942613 0.041451879
-0.00048796315 -0.027955387 0.041451879
-5.0184676e-11 -0.027959645 0.041451879
0.00048796303 -0.027955387 0.041451879
0.00097577745 -0.027942613 0.041451879
0.0014632947 -0.027921326 0.041451879
0.0019503662 -0.027891537 0.041451879
0.0024368435 -0.027853251 0.041451879
0.0029225787 -0.027806479 0.041451879
0.0034074234 -0.027751237 0.041451879
0.0038912303 -0.027687544 0.041451879
0.0043738522 -0.027615415 0.041451879
0.0048551415 -0.027534874 0.041451879
0.0053349514 -0.027445948 0.041451879
0.0058131372 -0.02734866 0.041451879
0.0062895515 -0.027243041 0.041451879
0.0067640501 -0.027129123 0.041451879
0.0072364886 -0.027006943 0.041451879
0.0077067227 -0.026876535 0.041451879
0.0081746094 -0.026737941 0.041451879
0.0086400053 -0.026591202 0.041451879
0.0091027701 -0.026436364 0.041451879
0.0095627615 -0.026273472 0.041451879
0.010019841 -0.026102576 0.041451879
0.010473867 -0.025923731 0.041451879
0.010924703 -0.025736989 0.041451879
0.011372212 -0.025542406 0.041451879
0.011816257 -0.025340043 0.041451879
0.012256701 -0.025129963 0.041451879
0.012693413 -0.024912225 0.041451879
0.013126258 -0.024686901 0.041451879
0.013555105 -0.024454057 0.041451879
0.013979822 -0.024213763 0.041451879
0.014400282 -0.023966093 0.041451879
0.014816354 -0.023711124 0.041451879
0.015227914 -0.023448931 0.041451879
0.015634835 -0.023179596 0.041451879
0.016036993 -0.0229032 0.041451879
0.016434267 -0.022619829 0.041451879
0.016826535 -0.022329565 0.041451879
0.017213676 -0.022032501 0.041451879
0.017595574 -0.021728724 0.041451879
0.017972114 -0.021418331 0.041451879
0.018343177 -0.021101411 0.041451879
0.018708654 -0.020778066 0.041451879
0.019068431 -0.02044839 0.041451879
0.019422401 -0.020112485 0.041451879
0.019770455 -0.019770455 0.041451879
0.020112485 -0.019422401 0.041451879
0.02044839 -0.019068431 0.041451879
0.020778066 -0.018708654 0.041451879
0.021101411 -0.018343177 0.041451879
0.021418331 -0.017972114 0.041451879
0.021728724 -0.017595574 0.041451879
0.022032501 -0.017213676 0.041451879
0.022329565 -0.016826535 0.041451879
0.022619829 -0.016434267 0.041451879
0.0229032 -0.016036993 0.041451879
0.023179596 -0.015634835 0.041451879
0.023448931 -0.015227914 0.041451879
0.023711123 -0.014816354 0.041451879
0.023966093 -0.014400282 0.041451879
0.024213763 -0.013979822 0.041451879
0.024454057 -0.013555105 0.041451879
0.024686901 -0.013126258 0.041451879
0.024912225 -0.012693414 0.041451879
0.025129963 -0.012256701 0.041451879
0.025340043 -0.011816257 0.041451879
0.025542406 -0.011372212 0.041451879
0.025736989 -0.010924703 0.041451879
0.025923731 -0.010473867 0.041451879
0.026102576 -0.010019841 0.041451879
0.026273472 -0.0095627615 0.041451879
0.026436364 -0.0091027701 0.041451879
0.026591202 -0.0086400053 0.041451879
0.026737941 -0.0081746094 0.041451879
0.026876535 -0.0077067227 0.041451879
0.027006943 -0.0072364886 0.041451879
0.027129123 -0.0067640506 0.041451879
0.027243041 -0.0062895515 0.041451879
0.02734866 -0.0058131372 0.041451879
0.027445948 -0.0053349519 0.041451879
0.027534874 -0.0048551415 0.041451879
0.027615415 -0.0043738522 0.041451879
0.027687544 -0.0038912306 0.041451879
0.027751237 -0.0034074236 0.041451879
0.027806479 -0.0029225787 0.041451879
0.027853251 -0.0024368437 0.041451879
0.027891537 -0.0019503663 0.041451879
0.027921326 -0.0014632948 0.041451879
0.027942613 -0.00097577763 0.041451879
0.027955387 -0.00048796317 0.041451879
0.027959645 -1.0036935e-10 0.041451879
0.027955387 0.00048796297 0.041451879
0.027942613 0.00097577745 0.041451879
0.027921326 0.0014632946 0.041451879
0.027891537 0.0019503661 0.041451879
0.027853251 0.0024368435 0.041451879
0.027806479 0.0029225787 0.041451879
0.027751237 0.0034074234 0.041451879
0.027687544 0.0038912303 0.041451879
0.027615415 0.0043738522 0.041451879
0.027534874 0.004855141 0.041451879
0.027445948 0.0053349514 0.041451879
0.02734866 0.0058131367 0.041451879
0.027243041 0.0062895515 0.041451879
0.027129123 0.0067640501 0.041451879
0.027006943 0.0072364886 0.041451879
0.026876535 0.0077067222 0.041451879
0.026737941 0.0081746085 0.041451879
0.026591202 0.0086400053 0.041451879
0.026436364 0.0091027701 0.041451879
0.026273472 0.0095627615 0.041451879
0.026102576 0.010019841 0.041451879
0.025923731 0.010473867 0.041451879
0.025736989 0.010924703 0.041451879
0.025542406 0.011372212 0.041451879
0.025340043 0.011816257 0.041451879
0.025129963 0.012256701 0.041451879
0.024912225 0.012693413 0.041451879
0.024686901 0.013126258 0.041451879
0.024454057 0.013555105 0.041451879
0.024213763 0.013979822 0.041451879
0.023966093 0.014400282 0.041451879
0.023711124 0.014816354 0.041451879
0.023448931 0.015227914 0.041451879
0.023179596 0.015634835 0.041451879
0.0229032 0.016036993 0.041451879
0.022619829 0.016434267 0.041451879
0.022329565 0.016826535 0.041451879
0.022032501 0.017213676 0.041451879
0.021728724 0.017595574 0.041451879
0.021418331 0.017972114 0.041451879
0.021101411 0.018343177 0.041451879
0.020778066 0.018708654 0.041451879
0.02044839 0.019068431 0.041451879
0.020112485 0.019422401 0.041451879
0.019770455 0.019770455 0.041451879
0.019422401 0.020112485 0.041451879
0.019068431 0.02044839 0.041451879
0.018708654 0.020778066 0.041451879
0.018343177 0.021101411 0.041451879
0.017972114 0.021418331 0.041451879
0.017595574 0.021728724 0.041451879
0.017213676 0.022032501 0.041451879
0.016826535 0.022329565 0.041451879
0.016434267 0.022619829 0.041451879
0.016036993 0.0229032 0.041451879
0.015634835 0.023179596 0.041451879
0.015227914 0.023448931 0.041451879
0.014816355 0.023711123 0.041451879
0.014400282 0.023966093 0.041451879
0.013979822 0.024213763 0.041451879
0.013555105 0.024454055 0.041451879
0.013126258 0.024686901 0.041451879
0.012693414 0.024912225 0.041451879
0.012256701 0.025129963 0.041451879
0.011816257 0.025340043 0.041451879
0.011372212 0.025542406 0.041451879
0.010924703 0.025736989 0.041451879
0.010473868 0.025923731 0.041451879
0.010019841 0.026102576 0.041451879
0.0095627615 0.026273472 0.041451879
0.0091027701 0.026436364 0.041451879
0.0086400053 0.026591202 0.041451879
0.0081746094 0.026737941 0.041451879
0.0077067227 0.026876535 0.041451879
0.0072364886 0.027006943 0.041451879
0.0067640506 0.027129123 0.041451879
0.0062895515 0.027243041 0.041451879
0.0058131372 0.02734866 0.041451879
0.0053349519 0.027445948 0.041451879
0.0048551415 0.027534874 0.041451879
0.0043738522 0.027615415 0.041451879
0.0038912306 0.027687544 0.041451879
0.0034074236 0.027751237 0.041451879
0.0029225789 0.027806479 0.041451879
0.0024368437 0.027853251 0.041451879
0.0019503664 0.027891537 0.041451879
0.0014632948 0.027921326 0.041451879
0.00097577769 0.027942613 0.041451879
0.00048796323 0.027955387 0.041451879
1.50554e-10 0.027959645 0.041451879
-0.00048796294 0.027955387 0.041451879
-0.0009757774 0.027942613 0.041451879
-0.0014632946 0.027921326 0.041451879
-0.0019503661 0.027891537 0.041451879
-0.0024368435 0.027853251 0.041451879
-0.0029225785 0.027806479 0.041451879
-0.0034074234 0.027751237 0.041451879
-0.0038912303 0.027687544 0.041451879
-0.0043738517 0.027615415 0.041451879
-0.004855141 0.027534874 0.041451879
-0.0053349514 0.027445948 0.041451879
-0.0058131367 0.02734866 0.041451879
-0.0062895515 0.027243041 0.041451879
-0.0067640501 0.027129123 0.041451879
-0.0072364886 0.027006943 0.041451879
-0.0077067222 0.026876535 0.041451879
-0.0081746085 0.026737941 0.041451879
-0.0086400053 0.026591202 0.041451879
-0.0091027701 0.026436364 0.041451879
-0.0095627615 0.026273472 0.041451879
-0.010019841 0.026102576 0.041451879
-0.010473867 0.025923731 0.041451879
-0.010924703 0.025736989 0.041451879
-0.011372212 0.025542406 0.041451879
-0.011816257 0.025340043 0.041451879
-0.012256701 0.025129963 0.041451879
-0.012693413 0.024912225 0.041451879
-0.013126258 0.024686901 0.041451879
-0.013555105 0.024454057 0.041451879
-0.013979822 0.024213763 0.041451879
-0.014400282 0.023966093 0.041451879
-0.014816354 0.023711124 0.041451879
-0.015227914 0.023448931 0.041451879
-0.015634835 0.023179596 0.041451879
-0.016036993 0.0229032 0.041451879
-0.016434267 0.022619829 0.041451879
-0.016826535 0.022329565 0.041451879
-0.017213676 0.022032501 0.041451879
-0.017595574 0.021728724 0.041451879
-0.017972114 0.021418331 0.041451879
-0.018343177 0.021101411 0.041451879
-0.018708654 0.020778066 0.041451879
-0.019068431 0.02044839 0.041451879
-0.019422401 0.020112485 0.041451879
-0.019770455 0.019770455 0.041451879
-0.020112485 0.019422401 0.041451879
-0.02044839 0.019068431 0.041451879
-0.020778066 0.018708654 0.041451879
-0.021101411 0.018343177 0.041451879
-0.021418331 0.017972114 0.041451879
-0.021728724 0.017595574 0.041451879
-0.022032501 0.017213676 0.041451879
-0.022329565 0.016826535 0.041451879
-0.022619829 0.016434267 0.041451879
-0.0229032 0.016036993 0.041451879
-0.023179596 0.015634835 0.041451879
-0.023448931 0.015227914 0.041451879
-0.023711123 0.014816355 0.041451879
-0.023966093 0.014400282 0.041451879
-0.024213763 0.013979822 0.041451879
-0.024454055 0.013555105 0.041451879
-0.024686901 0.013126259 0.041451879
-0.024912225 0.012693414 0.041451879
-0.025129963 0.012256701 0.041451879
-0.025340043 0.011816257 0.041451879
-0.025542406 0.011372212 0.041451879
-0.025736989 0.010924703 0.041451879
-0.025923731 0.010473868 0.041451879
-0.026102576 0.010019841 0.041451879
-0.026273472 0.0095627615 0.041451879
-0.026436364 0.0091027701 0.041451879
-0.026591202 0.0086400053 0.041451879
-0.026737941 0.0081746094 0.041451879
-0.026876535 0.0077067227 0.041451879
-0.027006943 0.0072364886 0.041451879
-0.027129123 0.0067640506 0.041451879
-0.027243041 0.006289552 0.041451879
-0.02734866 0.0058131372 0.041451879
-0.027445948 0.0053349519 0.041451879
-0.027534874 0.0048551415 0.041451879
-0.027615415 0.0043738522 0.041451879
-0.027687544 0.0038912306 0.041451879
-0.027751237 0.0034074239 0.041451879
-0.027806479 0.0029225789 0.041451879
-0.027853251 0.0024368437 0.041451879
-0.027891537 0.0019503664 0.041451879
-0.027921326 0.001463295 0.041451879
-0.027942613 0.00097577774 0.041451879
-0.027955387 0.00048796329 0.041451879
-0.028678821 -0 0.040957604
-0.028674453 -0.00050051446 0.040957604
-0.028661352 -0.0010008764 0.040957604
-0.028639518 -0.0015009335 0.040957604
-0.028608961 -0.0020005335 0.040957604
-0.028569689 -0.002499524 0.040957604
-0.028521717 -0.0029977532 0.040957604
-0.028465053 -0.0034950692 0.040957604
-0.028399721 -0.0039913207 0.040957604
-0.028325738 -0.0044863559 0.040957604
-0.028243126 -0.0049800249 0.040957604
-0.028151911 -0.0054721772 0.040957604
-0.02805212 -0.0059626624 0.040957604
-0.027943784 -0.0064513311 0.040957604
-0.027826937 -0.0069380347 0.040957604
-0.027701614 -0.0074226251 0.040957604
-0.027567852 -0.0079049543 0.040957604
-0.027425693 -0.008384876 0.040957604
-0.02727518 -0.008862243 0.040957604
-0.027116358 -0.0093369111 0.040957604
-0.026949277 -0.009808735 0.040957604
-0.026773985 -0.01027757 0.040957604
-0.026590541 -0.010743275 0.040957604
-0.026398994 -0.011205709 0.040957604
-0.026199408 -0.011664728 0.040957604
-0.025991838 -0.012120194 0.040957604
-0.025776355 -0.012571968 0.040957604
-0.025553018 -0.013019913 0.040957604
-0.025321897 -0.013463891 0.040957604
-0.025083063 -0.013903769 0.040957604
-0.024836589 -0.014339411 0.040957604
-0.024582548 -0.014770685 0.040957604
-0.02432102 -0.01519746 0.040957604
-0.024052083 -0.015619606 0.040957604
-0.02377582 -0.016036993 0.040957604
-0.023492316 -0.016449496 0.040957604
-0.023201654 -0.016856989 0.040957604
-0.022903925 -0.017259346 0.040957604
-0.02259922 -0.017656446 0.040957604
-0.02228763 -0.018048167 0.040957604
-0.021969251 -0.01843439 0.040957604
-0.021644181 -0.018815 0.040957604
-0.021312518 -0.019189877 0.040957604
-0.020974362 -0.019558908 0.040957604
-0.020629818 -0.019921983 0.040957604
-0.020278988 -0.020278988 0.040957604
-0.019921983 -0.020629818 0.040957604
-0.019558908 -0.020974362 0.040957604
-0.019189877 -0.021312518 0.040957604
-0.018815 -0.021644181 0.040957604
-0.01843439 -0.021969251 0.040957604
-0.018048167 -0.02228763 0.040957604
-0.017656446 -0.02259922 0.040957604
-0.017259346 -0.022903925 0.040957604
-0.016856989 -0.023201654 0.040957604
-0.016449496 -0.023492316 0.040957604
-0.016036993 -0.02377582 0.040957604
-0.015619606 -0.024052083 0.040957604
-0.01519746 -0.02432102 0.040957604
-0.014770685 -0.024582548 0.040957604
-0.014339411 -0.024836589 0.040957604
-0.013903769 -0.025083063 0.040957604
-0.013463891 -0.025321897 0.040957604
-0.013019913 -0.025553018 0.040957604
-0.012571968 -0.025776355 0.040957604
-0.012120194 -0.025991838 0.040957604
-0.011664728 -0.026199408 0.040957604
-0.011205709 -0.026398994 0.040957604
-0.010743275 -0.026590541 0.040957604
-0.01027757 -0.026773985 0.040957604
-0.009808735 -0.026949277 0.040957604
-0.0093369111 -0.027116358 0.040957604
-0.008862243 -0.02727518 0.040957604
-0.008384876 -0.027425693 0.040957604
